Rk,Player,Tm,Age,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,1D,Y/G,Sk
65,Matt Leinart,HOU,28,2,1,10,13,76.9,57,1,0,1,28.5,0
66,Sidney Rice,SEA,25,9,9,1,1,100,55,0,0,1,6.1,0
67,Brandon Banks,WAS,24,16,0,1,1,100,49,1,0,1,3.1,0
68,Jeremy Kerley,NYJ,23,14,1,1,1,100,41,0,0,1,2.9,0
69,Colin Kaepernick,SFO,24,3,0,3,5,60,35,0,0,2,11.7,0
70,Shane Lechler,OAK,35,16,0,1,3,33.3,35,1,0,1,2.2,0
71,Shaun Hill,DET,31,2,0,2,3,66.7,33,0,0,1,16.5,0
72,Daniel Sepulveda,PIT,27,8,0,1,1,100,33,0,0,1,4.1,0
73,Chase Daniel,NOR,25,16,0,4,5,80,29,0,0,2,1.8,0
74,Mark Brunell,NYJ,41,16,0,1,3,33.3,27,0,0,1,1.7,0
75,Legedu Naanee,CAR,28,15,10,1,1,100,27,0,0,1,1.8,0
76,Tyler Thigpen,BUF,27,3,0,3,8,37.5,25,0,1,2,8.3,0
77,Brian Hoyer,NWE,26,3,0,1,1,100,22,0,0,1,7.3,0
78,Tyrod Taylor,BAL,22,3,0,1,1,100,18,0,0,0,6,2
79,Emmanuel Sanders,PIT,24,11,0,1,1,100,15,0,0,1,1.4,0
80,David Akers,SFO,37,16,0,1,1,100,14,1,0,1,0.9,0
81,Armanti Edwards,CAR,23,16,0,1,1,100,11,0,0,1,0.7,0
82,Ray Rice,BAL,24,16,16,1,1,100,1,1,0,1,0.1,0
83,Tom Brandstater,STL,27,1,0,0,2,0,0,0,0,0,0,0
84,Randall Cobb,GNB,21,15,0,0,1,0,0,0,0,0,0,0
85,Britton Colquitt,DEN,26,16,0,0,1,0,0,0,0,0,0,0
86,Eric Decker,DEN,24,16,13,0,1,0,0,0,0,0,0,0
87,Matt Forte,CHI,26,12,12,0,1,0,0,0,0,0,0,0
88,Chas Henry,PHI,22,16,0,0,1,0,0,0,0,0,0,0
89,Brandon Lloyd,2TM,30,15,14,0,1,0,0,0,0,0,0,0
90,Marshawn Lynch,SEA,25,15,15,0,2,0,0,0,0,0,0,0
91,Jerious Norwood,STL,28,9,0,0,1,0,0,0,1,0,0,0
92,Adam Podlesh,CHI,28,16,0,0,1,0,0,0,0,0,0,0
93,Bernard Scott,CIN,27,16,1,0,1,0,0,0,0,0,0,0
94,Brad Smith,BUF,28,15,5,0,1,0,0,0,1,0,0,1
95,Micheal Spurlock,TAM,28,12,0,0,1,0,0,0,0,0,0,0
96,Demaryius Thomas,DEN,24,11,5,0,1,0,0,0,0,0,0,0
